0.0000,2.2072,10.6290
0.0000,3.8695,5.3739
0.0001,1.8449,12.0096
0.0001,2.0179,12.2771
0.0001,1.5615,14.2396
0.0002,1.3894,15.0671
0.0002,1.1807,17.0375
0.0002,0.9717,17.7685
0.0002,0.6768,20.1048
0.0003,0.9040,19.0644
0.0003,0.8251,20.0464
0.0003,1.0552,17.5160
0.0004,0.8446,19.8189
0.0004,0.8831,19.3098
0.0004,0.7253,20.4235
0.0005,0.8819,18.7313
0.0005,0.7457,19.9427
0.0005,0.6009,21.6376
0.0006,0.7329,20.3242
0.0006,0.6180,22.0962
0.0006,0.6447,21.7355
0.0006,0.5627,22.8275
0.0007,0.6224,21.6583
0.0007,0.4307,24.6720
0.0007,0.5691,22.3724
0.0008,0.7738,20.3474
0.0008,0.5100,23.7498
0.0008,0.6238,21.8343
0.0009,0.6959,21.4358
0.0009,0.6276,21.5958
0.0009,0.5630,23.1290
0.0010,0.4786,22.1571
0.0010,0.4925,23.6474
0.0010,0.4900,23.5455
0.0011,0.5180,22.8866
0.0011,0.3677,24.9943
0.0011,0.5077,22.8209
0.0011,0.4858,23.7794
0.0012,0.5974,21.9492
0.0012,0.3316,26.8364
0.0012,0.3146,27.9678
0.0013,0.3801,25.4367
0.0013,0.5597,22.7192
0.0013,0.6072,21.4978
0.0014,0.4039,24.5344
0.0014,0.4984,23.1613
0.0014,0.4810,24.4316
0.0015,0.4584,23.5166
0.0015,0.4170,24.9976
0.0015,0.4652,24.2122
0.0015,0.4509,24.1656
0.0016,0.4146,23.5697
0.0016,0.4383,25.1773
0.0016,0.4647,23.4114
0.0017,0.2949,28.1069
0.0017,0.3704,25.8426
0.0017,0.4702,23.3252
0.0018,0.4542,23.5945
0.0018,0.6427,21.6918
0.0018,0.3815,24.8218
0.0019,0.3548,26.2613
0.0019,0.3638,26.1566
0.0019,0.3272,27.5967
0.0019,0.3118,26.5795
0.0020,0.5140,23.1758
0.0020,0.3460,26.2862
0.0020,0.4239,24.2932
0.0021,0.4427,25.2029
0.0021,0.5802,22.1195
0.0021,0.3895,25.5746
0.0022,0.4471,24.4637
0.0022,0.4833,22.7385
0.0022,0.4005,25.7139
0.0023,0.3423,26.5859
0.0023,0.3837,26.3239
0.0023,0.4532,24.2782
0.0023,0.2923,27.0279
0.0024,0.2485,28.4204
0.0024,0.3716,25.3205
0.0024,0.3257,27.4060
0.0025,0.4796,23.0614
0.0025,0.2757,26.3609
0.0025,0.4394,23.2598
0.0026,0.4511,25.2044
0.0026,0.3702,25.8576
0.0026,0.3020,26.4488
0.0027,0.3118,26.7163
0.0027,0.2181,30.0736
0.0027,0.3719,25.5995
0.0027,0.4453,24.3854
0.0028,0.4275,24.1657
0.0028,0.3842,25.1139
0.0028,0.5049,23.3589
0.0029,0.3342,26.4384
0.0029,0.4313,24.7966
0.0029,0.2621,28.0341
0.0030,0.4108,24.8630
0.0030,0.4936,23.5196
0.0030,0.3161,27.8915
0.0031,0.4858,23.2865
0.0031,0.4057,24.4156
0.0031,0.2682,28.4509
0.0032,0.3208,26.6388
0.0032,0.4064,24.3701
0.0032,0.3371,24.9762
0.0032,0.2785,29.4291
0.0033,0.3677,24.7943
0.0033,0.3140,27.1112
0.0033,0.2429,28.6911
0.0034,0.3281,26.4651
0.0034,0.3201,26.4829
0.0034,0.4513,24.9193
0.0035,0.3915,24.8946
0.0035,0.4160,23.9427
0.0035,0.4219,23.2952
0.0036,0.3858,25.7005
0.0036,0.4401,24.4105
0.0036,0.4567,24.0152
0.0036,0.3972,24.4814
0.0037,0.4313,24.4143
0.0037,0.3623,24.4379
0.0037,0.3845,26.5677
0.0038,0.3422,26.5139
0.0038,0.4945,23.5599
0.0038,0.4205,24.4815
0.0039,0.3953,25.1859
0.0039,0.3130,26.5787
0.0039,0.3399,26.5088
0.0040,0.4244,24.8909
0.0040,0.3858,25.4199
0.0040,0.2924,27.1341
0.0040,0.3911,25.8371
0.0041,0.4101,23.7938
0.0041,0.3399,25.1127
0.0041,0.2935,27.1369
0.0042,0.4050,25.5282
0.0042,0.4616,23.0278
0.0042,0.4200,23.8364
0.0043,0.3199,26.4609
0.0043,0.3537,25.9059
0.0043,0.3884,24.7511
0.0044,0.3500,26.1233
0.0044,0.4044,23.9787
0.0044,0.2927,25.6856
0.0044,0.2910,27.3369
0.0045,0.3848,25.0729
0.0045,0.3390,26.3992
0.0045,0.3705,25.4552
0.0046,0.3870,24.7941
0.0046,0.4622,22.9855
0.0046,0.3695,24.7817
0.0047,0.3361,26.2100
0.0047,0.4145,25.3322
0.0047,0.3255,27.5358
0.0048,0.4221,25.7300
0.0048,0.4084,24.8510
0.0048,0.3399,26.6366
0.0049,0.3980,25.0299
0.0049,0.3477,26.6340
0.0049,0.3444,25.9005
0.0049,0.2614,27.9120
0.0050,0.4191,24.5987
0.0050,0.4571,24.0937
0.0050,0.3792,25.1988
0.0051,0.3571,26.1174
0.0051,0.3329,26.8185
0.0051,0.3893,25.2375
0.0052,0.2880,27.2899
0.0052,0.3081,27.6736
0.0052,0.3207,26.9360
0.0053,0.3173,26.3059
0.0053,0.4259,23.2457
0.0053,0.3848,24.8098
0.0053,0.2978,27.0749
0.0054,0.2851,27.6920
0.0054,0.3467,26.4312
0.0054,0.3798,25.4848
0.0055,0.5480,22.8791
0.0055,0.4010,23.8994
0.0055,0.3541,24.6480
0.0056,0.3551,25.7261
0.0056,0.4763,23.7355
0.0056,0.4145,23.6190
0.0057,0.4731,23.3092
0.0057,0.4664,24.1673
0.0057,0.2957,27.4771
0.0057,0.4309,23.7086
0.0058,0.1844,31.2724
0.0058,0.3597,25.7114
0.0058,0.2607,29.3877
0.0059,0.3606,24.8455
0.0059,0.2838,26.9842
0.0059,0.3493,25.9465
0.0060,0.4425,22.7160
0.0060,0.4066,24.2480
0.0060,0.4156,23.2652
0.0061,0.3158,26.5643
0.0061,0.2487,29.1071
0.0061,0.3178,26.9525
0.0061,0.3446,26.6910
0.0062,0.2761,27.1787
0.0062,0.4465,23.8795
0.0062,0.3666,26.2563
0.0063,0.2901,27.4299
0.0063,0.3584,25.7936
0.0063,0.2999,26.9703
0.0064,0.3081,26.9437
0.0064,0.3531,26.2686
0.0064,0.4336,23.0967
0.0065,0.3591,24.9234
0.0065,0.3659,25.5646
0.0065,0.4218,23.5816
0.0065,0.4027,23.6854
0.0066,0.2581,28.5077
0.0066,0.3214,27.4092
0.0066,0.4907,22.5438
0.0067,0.3971,24.8631
0.0067,0.2533,28.8426
0.0067,0.2913,27.5253
0.0068,0.3272,27.4541
0.0068,0.3731,25.4812
0.0068,0.2468,28.3053
0.0069,0.3776,22.9485
0.0069,0.2932,28.6168
0.0069,0.3444,26.4742
0.0070,0.3315,26.9109
0.0070,0.4398,23.7017
0.0070,0.4674,23.9311
0.0070,0.3029,27.3537
0.0071,0.3247,27.0832
0.0071,0.2588,29.6538
0.0071,0.4532,24.7640
0.0072,0.4178,25.2732
0.0072,0.3014,27.0596
0.0072,0.2713,27.7119
0.0073,0.3008,28.1335
0.0073,0.4048,25.1741
0.0073,0.2489,28.4446
0.0074,0.4141,24.5440
0.0074,0.4365,24.2363
0.0074,0.3020,26.8628
0.0074,0.2485,29.4601
0.0075,0.3884,25.7168
0.0075,0.4971,23.4316
0.0075,0.3532,25.7193
0.0076,0.3139,26.9048
0.0076,0.3411,26.1487
0.0076,0.4947,22.9585
0.0077,0.4266,24.8717
0.0077,0.3510,25.3037
0.0077,0.3414,27.9059
0.0078,0.2259,29.3964
0.0078,0.2865,28.4697
0.0078,0.3779,26.4403
0.0078,0.4821,23.3788
0.0079,0.3451,27.0598
0.0079,0.4832,23.7383
0.0079,0.2536,28.8114
0.0080,0.4578,22.7979
0.0080,0.2962,28.8196
0.0080,0.2486,28.4955
0.0081,0.3759,25.4344
0.0081,0.2989,28.1949
0.0081,0.1988,31.1337
0.0082,0.3252,26.1467
0.0082,0.4121,23.5621
0.0082,0.2775,27.2525
0.0082,0.4198,24.4385
0.0083,0.3582,24.6657
0.0083,0.2956,27.0172
0.0083,0.3467,24.4692
0.0084,0.3186,26.4490
0.0084,0.3900,25.2453
0.0084,0.3485,26.4244
0.0085,0.4403,24.2230
0.0085,0.3339,25.8419
0.0085,0.3423,25.7231
0.0086,0.3211,26.3127
0.0086,0.2468,28.2652
0.0086,0.2398,29.4034
0.0086,0.2811,28.1663
0.0087,0.3247,26.9190
0.0087,0.3641,25.8429
0.0087,0.3551,25.2701
0.0088,0.3089,25.8546
0.0088,0.3306,26.3018
0.0088,0.2594,28.8341
0.0089,0.2891,26.5075
0.0089,0.2668,27.7198
0.0089,0.5477,21.8791
0.0090,0.3916,24.4560
0.0090,0.3846,24.2728
0.0090,0.3504,25.7904
0.0091,0.4191,24.2594
0.0091,0.2639,27.4874
0.0091,0.2509,28.8450
0.0091,0.3461,26.1112
0.0092,0.3772,24.9140
0.0092,0.4289,23.9195
0.0092,0.2361,28.4676
0.0093,0.3567,25.1492
0.0093,0.3072,26.5407
0.0093,0.2764,27.8425
0.0094,0.4704,22.1584
0.0094,0.2652,27.4755
0.0094,0.3955,25.2644
0.0095,0.3250,26.4712
0.0095,0.3594,25.3705
0.0095,0.3092,25.5043
